,ST_CASE,HARM_EV_2015
21585,371136,Motor Vehicle In-Transport
21586,371137,Motor Vehicle In-Transport
21587,371138,Live Animal
21588,371139,Motor Vehicle In-Transport
21589,371140,Motor Vehicle In-Transport
21590,371141,Motor Vehicle In-Transport
21591,371142,Motor Vehicle In-Transport
21592,371143,Motor Vehicle In-Transport
21593,371144,Pedestrian
21594,371145,Pedestrian
21595,371146,Ditch
21596,371147,Utility Pole/Light Support
21597,371148,Ditch
21598,371149,Pedestrian
21599,371150,Motor Vehicle In-Transport
21600,371151,Impact Attenuator/Crash Cushion
21601,371152,Ditch
21602,371153,Culvert
21603,371154,Pedestrian
21604,371155,Motor Vehicle In-Transport
21605,371156,Motor Vehicle In-Transport
21606,371157,Motor Vehicle In-Transport
21607,371158,Motor Vehicle In-Transport
21608,371159,Motor Vehicle In-Transport
21609,371160,Motor Vehicle In-Transport
21610,371161,Pedestrian
21611,371162,Mail Box
21612,371163,Motor Vehicle In-Transport
21613,371164,Ditch
21614,371165,Ditch
21615,371166,Ditch
21616,371167,Tree (Standing Only)
21617,371168,Motor Vehicle In-Transport
21618,371169,Motor Vehicle In-Transport
21619,371170,Immersion or Partial Immersion
21620,371171,Rollover/Overturn
21621,371172,Pedestrian
21622,371173,Motor Vehicle In-Transport
21623,371174,Tree (Standing Only)
21624,371175,Motor Vehicle In-Transport
21625,371176,Motor Vehicle In-Transport
21626,371177,Tree (Standing Only)
21627,371178,Other Fixed Object
21628,371179,Motor Vehicle In-Transport
21629,371180,Motor Vehicle In-Transport
21630,371181,Motor Vehicle In-Transport
21631,371182,Motor Vehicle In-Transport
21632,371183,Ditch
21633,371184,Motor Vehicle In-Transport
21634,371185,Embankment
21635,371186,Mail Box
21636,371187,Motor Vehicle In-Transport
21637,371188,Tree (Standing Only)
21638,371189,Motor Vehicle In-Transport
21639,371190,Pedestrian
21640,371191,Utility Pole/Light Support
21641,371192,Motor Vehicle In-Transport
21642,371193,Rollover/Overturn
21643,371194,Tree (Standing Only)
21644,371195,Motor Vehicle In-Transport
21645,371196,Motor Vehicle In-Transport
21646,371197,Motor Vehicle In-Transport
21647,371198,Tree (Standing Only)
21648,371199,Tree (Standing Only)
21649,371200,Motor Vehicle In-Transport
21650,371201,Motor Vehicle In-Transport
21651,371202,Pedestrian
21652,371203,Motor Vehicle In-Transport
21653,371204,Motor Vehicle In-Transport
21654,371205,Ditch
21655,371206,Motor Vehicle In-Transport
21656,371207,Pedestrian
21657,371208,Motor Vehicle In-Transport
21658,371209,Tree (Standing Only)
21659,371210,Motor Vehicle In-Transport
21660,371211,Tree (Standing Only)
21661,371212,Motor Vehicle In-Transport
21662,371213,Rollover/Overturn
21663,371214,Utility Pole/Light Support
21664,371215,Mail Box
21665,371216,Motor Vehicle In-Transport
21666,371217,Motor Vehicle In-Transport
21667,371218,Curb
21668,371219,Live Animal
21669,371220,Pedestrian
21670,371221,Embankment
21671,371222,Cable Barrier
21672,371223,Pedestrian
21673,371224,Motor Vehicle In-Transport
21674,371225,Tree (Standing Only)
21675,371226,Ditch
21676,371227,Motor Vehicle In-Transport
21677,371228,Motor Vehicle In-Transport
21678,371229,Motor Vehicle In-Transport
21679,371230,Utility Pole/Light Support
21680,371231,Motor Vehicle In-Transport
21681,371232,Railway Vehicle
21682,371233,Embankment
21683,371234,Ditch
21684,371235,Rollover/Overturn
21685,371236,Ditch
21686,371237,Other Object (Not Fixed)
21687,371238,Ditch
21688,371239,Pedestrian
21689,371240,Culvert
21690,371241,Tree (Standing Only)
21691,371242,Tree (Standing Only)
21692,371243,Pedestrian
21693,371244,Utility Pole/Light Support
21694,371245,Tree (Standing Only)
21695,371246,Motor Vehicle In-Transport
21696,371247,Motor Vehicle In-Transport
21697,371248,Pedalcyclist
21698,371249,Motor Vehicle In-Transport
21699,371250,Other Fixed Object
21700,371251,Pedestrian
21701,371252,Motor Vehicle In-Transport
21702,371253,Motor Vehicle In-Transport
21703,371254,Motor Vehicle In-Transport
21704,371255,Rollover/Overturn
21705,371256,Motor Vehicle In-Transport
21706,371257,Motor Vehicle In-Transport
21707,371258,Motor Vehicle In-Transport
21708,371259,Tree (Standing Only)
21709,371260,Motor Vehicle In-Transport
21710,371261,Pedestrian
21711,371262,Parked Motor Vehicle
21712,371263,Pedestrian
21713,371264,Mail Box
21714,371265,Motor Vehicle In-Transport
21715,371266,Pedalcyclist
21716,371267,Embankment
21717,371268,Motor Vehicle In-Transport
21718,371269,Motor Vehicle In-Transport
21719,371270,Motor Vehicle In-Transport
21720,371271,Pedestrian
21721,371272,Pedestrian
21722,371273,Culvert
21723,371274,Traffic Sign Support
21724,371275,Motor Vehicle In-Transport
21725,371276,Rollover/Overturn
21726,371277,Motor Vehicle In-Transport
21727,371278,Pedestrian
21728,371279,Culvert
21729,371280,Fence
21730,371281,Motor Vehicle In-Transport
21731,371282,Utility Pole/Light Support
21732,371283,Motor Vehicle In-Transport
21733,380001,Motor Vehicle In-Transport
21734,380002,Railway Vehicle
21735,380003,Curb
21736,380005,"Other Post, Other Pole, or Other Supports"
21737,380006,Motor Vehicle In-Transport
21738,380007,Motor Vehicle In-Transport
21739,380008,Guardrail Face
21740,380009,Rollover/Overturn
21741,380010,Motor Vehicle In-Transport
21742,380011,Motor Vehicle In-Transport
21743,380012,Motor Vehicle In-Transport
21744,380013,Culvert
21745,380014,Motor Vehicle In-Transport
21746,380015,Rollover/Overturn
21747,380016,Motor Vehicle In-Transport
21748,380017,Embankment
21749,380018,Rollover/Overturn
21750,380019,Motor Vehicle In-Transport
21751,380021,Motor Vehicle In-Transport
21752,380022,Parked Motor Vehicle
21753,380023,Motor Vehicle In-Transport
21754,380024,Motor Vehicle In-Transport
21755,380025,Rollover/Overturn
21756,380026,Rollover/Overturn
21757,380027,Motor Vehicle In-Transport
21758,380028,Embankment
21759,380029,Rollover/Overturn
21760,380030,Rollover/Overturn
21761,380031,Rollover/Overturn
21762,380032,Ditch
21763,380033,Rollover/Overturn
21764,380034,Embankment
21765,380035,Motor Vehicle In-Transport
21766,380036,Rollover/Overturn
21767,380037,Rollover/Overturn
21768,380038,Rollover/Overturn
21769,380039,Rollover/Overturn
21770,380040,Culvert
21771,380041,Rollover/Overturn
21772,380044,Motor Vehicle In-Transport
21773,380045,Rollover/Overturn
21774,380046,Traffic Sign Support
21775,380047,Motor Vehicle In-Transport
21776,380048,Rollover/Overturn
21777,380049,Live Animal
21778,380050,Pedestrian
21779,380051,Embankment
21780,380052,Motor Vehicle In-Transport
21781,380053,Motor Vehicle In-Transport
21782,380054,Motor Vehicle In-Transport
21783,380055,Rollover/Overturn
21784,380056,Pedalcyclist
21785,380057,Motor Vehicle In-Transport
21786,380058,Motor Vehicle In-Transport
21787,380059,Railway Vehicle
21788,380061,Rollover/Overturn
21789,380062,Rollover/Overturn
21790,380063,Traffic Sign Support
21791,380064,Motor Vehicle In-Transport
21792,380065,Motor Vehicle In-Transport
21793,380066,Traffic Sign Support
21794,380067,Pedestrian
21795,380068,Rollover/Overturn
21796,380069,Motor Vehicle In-Transport
21797,380070,Fence
21798,380071,Motor Vehicle In-Transport
21799,380072,Rollover/Overturn
21800,380073,Rollover/Overturn
21801,380074,Motor Vehicle In-Transport
21802,380075,Rollover/Overturn
21803,380076,Motor Vehicle In-Transport
21804,380077,Rollover/Overturn
21805,380078,Motor Vehicle In-Transport
21806,380079,Pedestrian
21807,380080,Motor Vehicle In-Transport
21808,380081,Motor Vehicle In-Transport
21809,380082,Mail Box
21810,380083,Rollover/Overturn
21811,380084,Motor Vehicle In-Transport
21812,380085,Rollover/Overturn
21813,380086,Motor Vehicle In-Transport
21814,380087,Rollover/Overturn
21815,380088,Motor Vehicle In-Transport
21816,380089,Motor Vehicle In-Transport
21817,380090,Rollover/Overturn
21818,380091,Motor Vehicle In-Transport
21819,380092,Motor Vehicle In-Transport
21820,380093,Rollover/Overturn
21821,380094,Pedestrian
21822,380095,Motor Vehicle In-Transport
21823,380096,Rollover/Overturn
21824,380097,Motor Vehicle In-Transport
21825,380098,Pedestrian
21826,380099,Pedestrian
21827,380100,Embankment
21828,380101,Motor Vehicle In-Transport
21829,380102,Motor Vehicle In-Transport
21830,380103,Rollover/Overturn
21831,380104,Rollover/Overturn
21832,380105,Motor Vehicle In-Transport
21833,380106,Ditch
21834,380107,Motor Vehicle In-Transport
21835,380108,Motor Vehicle In-Transport
21836,380109,Rollover/Overturn
21837,380110,Embankment
21838,380111,Rollover/Overturn
21839,380112,Rollover/Overturn
21840,380113,Motor Vehicle In-Transport
21841,380114,"Other Post, Other Pole, or Other Supports"
21842,380115,Pedestrian
21843,380116,Parked Motor Vehicle
21844,390001,Motor Vehicle In-Transport
21845,390002,Utility Pole/Light Support
21846,390003,Parked Motor Vehicle
21847,390004,Motor Vehicle In-Transport
21848,390005,Motor Vehicle In-Transport
21849,390006,Tree (Standing Only)
21850,390007,"Other Post, Other Pole, or Other Supports"
21851,390008,Motor Vehicle In-Transport
21852,390009,Culvert
21853,390010,Motor Vehicle In-Transport
21854,390011,Embankment
21855,390012,Pedestrian
21856,390013,Motor Vehicle In-Transport
21857,390014,Motor Vehicle In-Transport
21858,390015,Motor Vehicle In-Transport
21859,390016,Motor Vehicle In-Transport
21860,390017,Motor Vehicle In-Transport
21861,390018,Guardrail End
21862,390019,Motor Vehicle In-Transport
21863,390020,Pedestrian
21864,390021,Snow Bank
21865,390022,"Other Post, Other Pole, or Other Supports"
21866,390023,Ditch
21867,390024,Motor Vehicle In-Transport
21868,390025,Ditch
21869,390026,Ditch
21870,390027,Pedestrian
21871,390028,Motor Vehicle In-Transport
21872,390029,"Other Post, Other Pole, or Other Supports"
21873,390030,Utility Pole/Light Support
21874,390031,Motor Vehicle In-Transport
21875,390032,Guardrail End
21876,390033,Curb
21877,390034,Motor Vehicle In-Transport
21878,390035,Motor Vehicle In-Transport
21879,390036,Curb
21880,390037,Guardrail End
21881,390038,Mail Box
21882,390039,Curb
21883,390040,Motor Vehicle In-Transport
21884,390041,Tree (Standing Only)
21885,390042,Other Fixed Object
21886,390043,Motor Vehicle In-Transport
21887,390044,Utility Pole/Light Support
21888,390045,Motor Vehicle In-Transport
21889,390046,Pedestrian
21890,390047,Motor Vehicle In-Transport
21891,390048,Motor Vehicle In-Transport
21892,390049,Motor Vehicle In-Transport
21893,390050,Curb
21894,390051,Pedestrian
21895,390052,"Other Post, Other Pole, or Other Supports"
21896,390053,Pedestrian
21897,390054,Tree (Standing Only)
21898,390055,Tree (Standing Only)
21899,390056,Mail Box
21900,390057,Motor Vehicle In-Transport
21901,390059,Motor Vehicle In-Transport
21902,390060,Pedestrian
21903,390061,Motor Vehicle In-Transport
21904,390062,Bridge Rail (Includes Parapet)
21905,390063,Traffic Sign Support
21906,390064,Utility Pole/Light Support
21907,390066,Ditch
21908,390067,Motor Vehicle In-Transport
21909,390068,Ditch
21910,390069,Motor Vehicle In-Transport
21911,390072,Other Object (Not Fixed)
21912,390073,Tree (Standing Only)
21913,390074,Other Fixed Object
21914,390075,Motor Vehicle In-Transport
21915,390076,Other Traffic Barrier
21916,390077,Pedestrian
21917,390078,Pedestrian
21918,390079,Pedalcyclist
21919,390080,Concrete Traffic Barrier
21920,390081,Motor Vehicle In-Transport
21921,390082,Parked Motor Vehicle
21922,390083,Motor Vehicle In-Transport
21923,390084,Guardrail Face
21924,390085,Pedestrian
21925,390086,Motor Vehicle In-Transport
21926,390087,Pedestrian
21927,390088,Motor Vehicle In-Transport
21928,390089,Motor Vehicle In-Transport
21929,390090,Pedestrian
21930,390091,Utility Pole/Light Support
21931,390092,Ditch
21932,390093,Fence
21933,390094,Motor Vehicle In-Transport
21934,390095,Motor Vehicle In-Transport
21935,390096,Motor Vehicle In-Transport
21936,390097,Motor Vehicle In-Transport
21937,390098,Tree (Standing Only)
21938,390099,Motor Vehicle In-Transport
21939,390100,Motor Vehicle In-Transport
21940,390101,Railway Vehicle
21941,390102,Parked Motor Vehicle
21942,390103,"Other Post, Other Pole, or Other Supports"
21943,390104,Motor Vehicle In-Transport
21944,390105,Motor Vehicle In-Transport
21945,390106,Tree (Standing Only)
21946,390107,Tree (Standing Only)
21947,390108,Motor Vehicle In-Transport
21948,390109,Motor Vehicle In-Transport
21949,390110,Embankment
21950,390111,Pedestrian
21951,390113,Other Fixed Object
21952,390114,Pedestrian
21953,390115,Motor Vehicle In-Transport
21954,390116,Motor Vehicle In-Transport
21955,390117,Guardrail End
21956,390118,Pedestrian
21957,390119,Guardrail Face
21958,390120,Concrete Traffic Barrier
21959,390121,Pedestrian
21960,390122,Pedestrian
21961,390123,Guardrail Face
21962,390124,Motor Vehicle In-Transport
21963,390125,Motor Vehicle In-Transport
21964,390126,Motor Vehicle In-Transport
21965,390127,Building
21966,390129,Pedestrian
21967,390130,Pedestrian
21968,390131,Motor Vehicle In-Transport
21969,390132,Pedestrian
21970,390133,Motor Vehicle In-Transport
21971,390134,Concrete Traffic Barrier
21972,390135,Embankment
21973,390136,Tree (Standing Only)
21974,390137,Parked Motor Vehicle
21975,390138,Curb
21976,390139,Ditch
21977,390140,Motor Vehicle In-Transport
21978,390141,Bridge Rail (Includes Parapet)
21979,390142,Motor Vehicle In-Transport
21980,390143,Motor Vehicle In-Transport
21981,390144,Motor Vehicle In-Transport
21982,390145,Motor Vehicle In-Transport
21983,390146,Pedestrian
21984,390147,Motor Vehicle In-Transport
21985,390148,Tree (Standing Only)
21986,390149,Impact Attenuator/Crash Cushion
21987,390150,Motor Vehicle In-Transport
21988,390151,Railway Vehicle
21989,390152,Motor Vehicle In-Transport
21990,390153,Motor Vehicle In-Transport
21991,390154,Ditch
21992,390155,Tree (Standing Only)
21993,390156,Tree (Standing Only)
21994,390157,Motor Vehicle In-Transport
21995,390158,Motor Vehicle In-Transport
21996,390160,Motor Vehicle In-Transport
21997,390161,Motor Vehicle In-Transport
21998,390162,Pedestrian
21999,390163,Concrete Traffic Barrier
22000,390164,Ditch
22001,390165,Utility Pole/Light Support
22002,390166,Motor Vehicle In-Transport
22003,390168,Guardrail Face
22004,390169,Motor Vehicle In-Transport
22005,390170,Motor Vehicle In-Transport
22006,390171,Motor Vehicle In-Transport
22007,390172,Motor Vehicle In-Transport
22008,390173,Motor Vehicle In-Transport
22009,390174,Motor Vehicle In-Transport
22010,390175,Motor Vehicle In-Transport
22011,390176,Motor Vehicle In-Transport
22012,390177,Motor Vehicle In-Transport
22013,390178,Embankment
22014,390179,Ditch
22015,390180,Motor Vehicle In-Transport
22016,390181,Motor Vehicle In-Transport
22017,390182,Motor Vehicle In-Transport
22018,390183,Motor Vehicle In-Transport
22019,390184,Utility Pole/Light Support
22020,390185,Ditch
22021,390186,Motor Vehicle In-Transport
22022,390187,Rollover/Overturn
22023,390188,Other Fixed Object
22024,390189,Thrown or Falling Object
22025,390190,Curb
22026,390191,Ditch
22027,390192,Mail Box
22028,390194,Tree (Standing Only)
22029,390195,Motor Vehicle In-Transport
22030,390196,Fence
22031,390197,Motor Vehicle In-Transport
22032,390199,Motor Vehicle In-Transport
22033,390200,Pedestrian
22034,390201,Motor Vehicle In-Transport
22035,390202,Pedestrian
22036,390203,Motor Vehicle In-Transport
22037,390204,Pedestrian
22038,390205,Motor Vehicle In-Transport
22039,390206,Motor Vehicle In-Transport
22040,390207,Embankment
22041,390208,Embankment
22042,390209,Utility Pole/Light Support
22043,390210,Thrown or Falling Object
22044,390211,Curb
22045,390212,Pedalcyclist
22046,390213,Culvert
22047,390214,Pedestrian
22048,390215,Motor Vehicle In-Transport
22049,390216,Motor Vehicle In-Transport
22050,390217,Mail Box
22051,390218,Utility Pole/Light Support
22052,390219,Motor Vehicle In-Transport
22053,390220,Ditch
22054,390221,Motor Vehicle In-Transport
22055,390223,Motor Vehicle In-Transport
22056,390224,Embankment
22057,390225,Curb
22058,390227,Other Traffic Barrier
22059,390228,Curb
22060,390229,Motor Vehicle In-Transport
22061,390230,Motor Vehicle In-Transport
22062,390232,Motor Vehicle In-Transport
22063,390233,Culvert
22064,390234,Pedestrian
22065,390235,Tree (Standing Only)
22066,390236,Curb
22067,390237,Motor Vehicle In-Transport
22068,390238,Motor Vehicle In-Transport
22069,390239,Ditch
22070,390240,Guardrail End
22071,390241,Mail Box
22072,390242,Motor Vehicle In-Transport
22073,390243,Motor Vehicle In-Transport
22074,390244,Rollover/Overturn
22075,390245,Pedestrian
22076,390246,Motor Vehicle In-Transport
22077,390247,Rollover/Overturn
22078,390248,Building
22079,390249,Guardrail Face
22080,390250,Rollover/Overturn
22081,390251,Motor Vehicle In-Transport
22082,390252,Motor Vehicle In-Transport
22083,390253,Motor Vehicle In-Transport
22084,390254,Other Fixed Object
22085,390255,Fence
22086,390256,Pedestrian
22087,390257,Motor Vehicle In-Transport
22088,390258,Guardrail Face
22089,390259,Motor Vehicle In-Transport
22090,390260,Motor Vehicle In-Transport
22091,390261,Motor Vehicle In-Transport
22092,390262,Traffic Sign Support
22093,390263,Other Fixed Object
22094,390264,Motor Vehicle In-Transport
22095,390265,Motor Vehicle In-Transport
22096,390266,Bridge Pier or Support
22097,390267,Pedestrian
22098,390268,Rollover/Overturn
22099,390269,Mail Box
22100,390270,Rollover/Overturn
22101,390271,Tree (Standing Only)
22102,390272,Pedestrian
22103,390273,Utility Pole/Light Support
22104,390274,Pedestrian
22105,390275,Motor Vehicle In-Transport
22106,390276,Rollover/Overturn
22107,390277,Motor Vehicle In-Transport
22108,390278,Pedestrian
22109,390279,Motor Vehicle In-Transport
22110,390280,Curb
22111,390282,Motor Vehicle In-Transport
